ip_location,reposts_count,comments_count,attitudes_count,source,content,NLP,ip_location_new
发布于 浙江,0,0,0,HUAWEI Mate 50 Pro,700亿是洗核污水的，不是给人造太阳泼脏水的。狗子们收钱办事条理还挺清楚。,2,发布于 浙江
发布于 江西,0,0,11,小鲨鱼的Android,亲爱的朋友能不能不要一大早的和我聊核污水的事，我不想再接收负面消息了，很累,2,发布于 江西
发布于 重庆,7,37,205,微博网页版,"为证明核污水无毒无害，尹锡悦带头在总统府吃海鲜宴。
问题来了，为什么鬼子岸田都还没开吃，尹锡悦就急着吃了呀？
另外，为何只吃一个星期呢？核污水还没到？坚持吃下去啊！
#黄媒不会说的真相#",0,发布于 重庆
发布于 广东,0,0,0,iPhone客户端,回复@姑苏城外杏花开:我们就有罪了？活该我们喝核污水喽？//@姑苏城外杏花开:普通民众无罪吧,0,发布于 广东
发布于 河北,0,0,0,vivo Y73s 5G,#日本核污染水排海正式开始# 你们能不能去亖啊！！排核污水让全世界和你们一起玩完吗？？你们怎么做到每一代都这么精准地歹毒的……[裂开],0,发布于 河北
发布于 浙江,0,0,0,小米10,日本排放核污水还有理了是吧，渣渣日 本,2,发布于 浙江
发布于 江西,0,0,4,OPPO Reno4 Pro 5G,#日本本州东海岸远海地震#让台风把核污水倒流回🇯🇵吧,1,发布于 江西
发布于 德国,0,0,1,iPhone 11,"无语
你排什么核污水
我还要回国吃海鲜
还要去留学 
你干什么干什么[太开心]",0,发布于 德国
发布于 陕西,0,0,0,HUAWEI Mate 30 5G,对于核污水问题无论是谁觉得日本做的✓我一律拉黑[可爱]包括（三次元朋友）,2,发布于 陕西
发布于 海南,39,939,5988,iPhone 12 Pro Max(金色),"#请大英博物馆无偿归还中国文物#不同意！尊重历史，敬畏历史，铭记历史。问题是人类文明遗产怎么才能更好的保护？中国不能保证，不再有破四旧这样的社会运动？
自己以前破坏的问题都没有解决！
拿回来也不是我们的！",0,发布于 海南
发布于 湖北,98,348,12663,❌cp向梦向Android,"【排球少年 赤苇京治】
【打雪仗 麻将】
第一次带你看海，也是唯一一次看没有污染的大海。",2,发布于 湖北
发布于 广东,0,0,0,HUAWEI Mate 30 5G,多年前，原子能机构去伊朗核查，最后出具报告承认未发现与原子武器相关的设施和铀。但美国一万个不相信，不但退出已签署协议，还实施各种制裁。现在，同样原子能机构核查，并声明不认可、不背书日本核污水排海行为，但美国政府立马同意，还赞扬日本排污行为。美国把变脸游戏玩到极致。[允悲][允悲],1,发布于 广东
发布于 辽宁,0,0,0,iPhone 12,#东电承认超6成储存核污水放射物超标#可以认为这是对我们发动的核污染攻击对吧[微笑],0,发布于 辽宁
发布于 浙江,1,0,0,iPhone客户端,今早上班迟到一分钟，吗的都怪日本排核污水。,1,发布于 浙江
发布于 新疆,0,0,0,微博视频号,普京8月25日发言【空耳】#日本排放核污水 ，是人类文明的退化！ ##快手# @快手 http://t.cn/A6OABwKy,1,发布于 新疆
发布于 四川,0,2,5,OPPO Reno4 SE 5G,#日本核废水排海已经开始影响邻国#真的很担心核污水影响到我国以后大家怎么办啊，日常生活都会受到影响[泪][泪],0,发布于 四川
发布于 山西,3,2,12,微博视频号,"#韩媒说日本拒绝他国对核污水直接取样# 
韩媒报道日方拒绝他国直接取样，这不是“做贼心虚”嘛。日本福岛居民对媒体表示五次将鱼送检 “60多种放射元素仅检测一种”。#日本核污染水##热点关注# http://t.cn/A6OLvu6W",1,发布于 山西
发布于 江苏,1,1,5,iPhone 7 Plus,"#福岛真相# 我想知道以下问题：1、日本排放的核污水中，哪些放射性元素会随着水蒸气上升，通过降雨影响全球淡水系统？2、据说海藻制造了地球上70%的氧气，日本持续30年的核污水排放会令这种平衡紊乱导致不可预知的后果吗？比方说全球氧气大量减少？
这些应该是科学家为我们解惑的，为什么最近关于日本核污水的热搜都没有这些内容？",0,发布于 江苏
发布于 上海,0,0,0,iPhone客户端,#东电承认超6成储存核污水放射物超标#哎[二哈],1,发布于 上海
发布于 山东,0,0,0,iPhone 13 Pro Max,果人的脑袋已被核污水入侵,0,发布于 山东
发布于 山东,0,0,0,vivo手机,"#谁在炒作只有中国反对日本排放核污水#
二鬼子们滚回日本喝核废水吧😒",0,发布于 山东
发布于 北京,0,0,1,HUAWEI Mate 50 Pro,对的//@元氣蝦多士:日本人很奸狡的，現在排的一定只是普通海水讓你怎樣也檢測不到，幾個月後待大家放下戒心就排出真核污水,1,发布于 北京
发布于 陕西,0,0,1,微博视频号,【韩国5万民众举行大规模集会 谴责日本排放核污染水】#韩5万民众因核污水排海要弹劾总统#连日来，韩国多地民众举行集会，揭批核污染水排海的危害性，谴责日本政府作出排污入海的决定。集会者高喊“弹劾总统”的口号，批评尹锡悦政府是日本环境犯罪的共犯。韩国政府此前就日本核污染水排海一事作出回应，称“日本方面排放计划没有科学和技术上的问题”，引发争议。http://t.cn/A6OyGdUv,0,发布于 陕西
发布于 浙江,0,2,3,iPhone客户端,"（摸了一个昨天睡觉的时候想到的hhhhh ）
海绵宝宝的菠萝屋因为核污水变异决定离开这片海洋。",1,发布于 浙江
发布于 河北,1,0,0,vivo S16,坚决打击日本！！阻断日本排放核污水！！！！,2,发布于 河北
发布于 北京,0,0,0,iPhone客户端,"#日本政府已向儿童发核污水安全传单#
海洋小动物怎么办啊
我们的后代怎么办啊",0,发布于 北京
发布于 广东,0,0,0,快乐星球永久居民,"#核污水#就像作家拾遗说的：“我把一瓶百草枯倒进太平洋里，然后我进行科学论证，
百草枯经太平洋海水稀释后，毒性几乎可以忽略不计，不会对世界各国造成多大危害。
我这个科学论证过程有没有错，没有。
但我往太平洋里倒百草枯有没有错，当然有。”",0,发布于 广东
发布于 湖北,0,0,0,iPad客户端,保护海洋生物🙏//@未眠玫瑰:🙏日本排放核污水全部倒灌回日本🙏保护海洋亿万生物不受核辐射摧残//@狐狸大王a:🙏🙏🏻🙏🏽🙏//@亿碗小米粥:作恶者都反噬吧🙏🏻//@亚利不会唱歌:我接//@月屿六便士:日本核污水倒灌//@未曾识故人:拜托请让日本被它自己排放的核废水反噬[老师好],1,发布于 湖北
发布于 广东,0,0,9,Aquarius的HarmonyOS设备,#宁艺卓得知日本排放核污水暴打吉赛尔为国报仇#有事吗？拿这种事开玩笑？！九年义务教育变十二年义务教育的话估计也是因为你们这些素质🚮吧,0,发布于 广东
发布于 上海,0,0,0,iPhone客户端,"🇯🇵核污水排海 对人类的影响可想而知，生态环境令人堪忧，食品安全、水污染、自然灾害…
在自我都没办法保护的情况下 我更加不想生孩子了[跪了]
自己能不能好好活着都是一个问题！
#日本核污染水排海最新情况#",0,发布于 上海
发布于 上海,0,1,14,iPhone客户端,#日本核污染水排海正式开始#央视网 搞个热搜话题都能写错，是核污水不是核废水，能不能严谨点[微笑][微笑][微笑],2,发布于 上海
发布于 意大利,0,0,0,iPhone客户端,//@M大王叫我来巡山:[苦涩]//@Jokielicious:我们的老百姓努力学习垃圾分类，平时一直都很节约，政府努力节能减排。然后妈的美国炸北溪，加拿大不管自己的山火，日本排核污水。我恨,2,发布于 意大利
发布于 贵州,0,0,0,真我Q2 双5G手机,#核污水排海韩国已出现连锁反应##这条鱼在乎##专家谈日本核污水排海欧美反应# 我们的专家会告诉我们怎样减小伤害 但是谁来告诉路边的小猫小狗不能喝路边的雨水 谁来保护海洋生物  “生而为人，我很抱歉”此刻不再是一句热梗 的确抱歉 我没有任何办法阻止我的同类作恶,0,发布于 贵州
发布于 四川,0,0,1,Note 10 Pro,#东电承认超6成储存核污水放射物超标#小日本反人类罪证据确凿，十恶不赦！！,0,发布于 四川
发布于 陕西,34,12,2836,微博视频号,"整整下了两天的大雨，像天在哭……
最喜欢雨天的我，这两天真是百感交集。

#日本核污染水排海正式开始##历史会记住日本政府这一笔##核污染水# http://t.cn/A6OyympO",1,发布于 陕西
发布于 美国,9,19,83,微博视频号,【5个热门日本产护肤品平价代替】🇯🇵这个排放核污水问题其实对护肤品的影响具体有多大，我过两天出个视频讲讲。现在先来推荐下5个热门日本产护肤品的平价代替 #日本核废水排海[超话]##日本核废水##核辐射# http://t.cn/A6Ob0noH,1,发布于 美国
发布于 浙江,0,0,0,Redmi Note 12T Pro,🙏🙏🙏//@未眠玫瑰:🙏日本排放核污水全部倒灌回日本🙏保护海洋亿万生物不受核辐射摧残//@狐狸大王a:🙏🙏🏻🙏🏽🙏//@亿碗小米粥:作恶者都反噬吧🙏🏻//@亚利不会唱歌:我接//@月屿六便士:日本核污水倒灌[笑哈哈]//@未曾识故人:拜托请让日本被它自己排放的核废水反噬[老师好],1,发布于 浙江
发布于 安徽,0,0,0,Xiaomi 13,#日政客妄言中国游客入境先吃福岛海产#听到了没，去日本旅游的先和核污水，不是亲日吗，日本才没管你死活,1,发布于 安徽
发布于 江苏,0,0,0,Redmi K50 电竞版,哈哈 [笑cry]//@稳稳进步:理性（我骂你了，但没脏话） 坦诚（各说各的，你爱听不听） 建设性（有一些新话题，比如日本核污水水产品） 沟通（红脸，但没掀桌子，可以继续聊聊）,2,发布于 江苏
发布于 广东,0,0,0,iPhone 12,删了，删了啊，我这都是核污水新闻连着的，就你一个这样的视频，删了，快删了，我在录视频，啊啊啊啊啊啊啊啊啊啊啊啊，🆘，你咋还不删，啊啊啊啊啊啊啊啊啊啊,0,发布于 广东
发布于 浙江,0,0,0,iPad客户端,#日本核污染水何时排完无具体计划#完全可以想见，若干年后，假如人类真的有证据表明全球的生态灾难和核污水有关，那么，他们也只是在镜头前鞠躬90 度，然后哭哭啼啼的说对不起，最多最多有几个代表人物剖个腹，也就这样了，还能把我怎么样呢？,0,发布于 浙江
发布于 上海,2,0,9,微博视频号,"#核污水排海最严重影响是致畸##核污染是如何影响下一代的# 一次核污染泄露事故会产生多么深远的影响？曾经切尔诺贝利核泄漏事故为我们敲响过警钟。

——选自帆书 | 非凡精读馆《切尔诺贝利》

#用读书来解决生活的烦恼##人间阅读# http://t.cn/A6OACcI8",0,发布于 上海
发布于 四川,0,0,0,nova6 5G自拍大不一样,#日本核废水排海已经开始影响邻国#日本排放的是核污水，不是核废水，不要混淆视听！日本排放的是核污水，不是核废水，不要混淆视听！,2,发布于 四川
发布于 北京,0,0,11,荣耀X40,#核污水排海后日本人在海里游泳#日本处理舆论花了700亿日元，但是处理核污水只需500亿日元，他们不是没钱处理，是舍不得处理,0,发布于 北京
发布于 福建,0,0,0,nova11系列敢拍敢出色,#核污水排海后日本人在海里游泳#让他们去排处管道深海区域游，别岸边游。。。。,1,发布于 福建
发布于 湖北,50,21,220,微博视频号,希腊因全国山火纵火案逮捕了79人。希腊火灾已造成20人死亡，其中包括消防员。 http://t.cn/A6O2tNEb,0,发布于 湖北
发布于 北京,58,63,1001,荣耀60 Pro 5G,"#核污水排海韩国已出现连锁反应#
韩国摊上一个跪日的总统，韩国菜本来就没啥好吃的，裙带菜，海带，明太鱼，大酱汤里的蚬子等等海鲜也没法吃了",2,发布于 北京
发布于 陕西,1,0,0,HUAWEI Mate 40 Pro,//@饿了先喝水:核废水和核污水的区别，望周知 http://t.cn/A6O2zj1X,1,发布于 陕西
发布于 天津,0,0,0,iQOO 7 全感操控,"切尔诺贝利是一场大灾难，但它发生在一个伟大的国度（毛熊）。
福岛核污水是一场小灾难，但它发生在了一个卑劣无耻的国家（日本鬼子）。
#福岛核污水排海后多久到达中国##切尔诺贝利##无耻混蛋#",0,发布于 天津
发布于 浙江,0,0,3,荣耀X30i 5G,#日本核污水排海首日辐射值就超标#日本可以去si吗？[微笑],1,发布于 浙江
发布于 北京,8,2,51,很哇塞的博主,"【如果海水能够倒灌，就请注入日本吧！】[怒][话筒][最右]
#台风达维或造成海水倒灌日本# &
#日本核污染水排海正式开始# &
#日本核污染水排海当天大阪突降暴雨#",1,发布于 北京
发布于 广东,0,0,0,华为手机 畅享玩不停,"#台风或使核污水扑向美国#
笑死人嘞嘿笑死人",0,发布于 广东
发布于 山东,0,0,0,OPPO K5,既然这样问，那么请问日本排核污水的依据是什么呢？你们质疑我们这一决定的依据又是什么呢？,0,发布于 山东
发布于 北京,290,311,2699,微博网页版,"社交媒体上的网友已经找到这位喝核污染水的日本人了，基本情况如下：
田园康博，在日本是第一个喝核废水的人， 2018年初。因身体不适。在日本接受检查。 最后在美国麻省理工医学院接受治疗无效。 之后转入帕劳疗养，2020年8月。因为核废水的污染，导致身体腐烂。因多发性骨髓瘤，在帕劳首都病逝。",0,发布于 北京
发布于 贵州,0,0,0,HUAWEI P30 Pro,#历史会记住日本政府这一笔# #日本核污水#,1,发布于 贵州
发布于 浙江,0,0,2,HUAWEI P30 Pro,#东电承认超6成储存核污水放射物超标#你这让殖人怎么洗啊？上次不刚说合格的吗？[doge],0,发布于 浙江
发布于 北京,71,87,474,微博视频号,"【@司马南：国际原子能机构，没给日本政府背书】
日本政府这些年可是没少花钱，游说乃至行贿国际原子能机构，对邻国政要以及某些机构组织个人，他们更是下足了力气，要他们把日本福岛核泄漏事故之后的污染问题，描绘成花好月圆。
最善于在细节方面做文章的日本人，到现在说不清楚一件事：既然如此无毒无害，你们为什么不排放在国内的江河湖海中，为什么不做成你们的日本清酒，用来养鱼或种植日本水稻？
#国家原子能机构就日本宣布排海发声# #谁在炒作只有中国反对日本排放核污水# #司马速评# #国际原子能机构报告无法给予排海正当性# ​ http://t.cn/A6OLbaAZ",0,发布于 北京
发布于 北京,0,0,1,荣耀Magic4,#日本启动核污水排海# ，，，，，,1,发布于 北京
发布于 山东,0,0,0,vivo X27,//@暂不可查:是因为将来的三十年还在源源不断反应产生核污水，差不多三十年左右能反应完//@王者归来官配卫冕:排三十年那是运气好，运气不好赶上个地震海啸啥的跨差一下给你全排喽，还省了处理的费用[doge],0,发布于 山东
发布于 山东,14,13,246,微博轻享版,"#泰国将严查日本进口海产品#  
那些说只有中国人在乎日本这事的呢？泰国离日本还更远。更别说美国也并不是不在乎。[吃瓜]",0,发布于 山东
发布于 北京,7,4,66,微博 weibo.com,真是，一堆事全赶一块了：《日本开始核污水排海，普里戈津坠机身亡，大事都赶8.24了【乌鸦简评】》 http://t.cn/A6OA9DYe,1,发布于 北京
发布于 浙江,0,0,2,OPPO A11,#核污水排海后日本人在海里游泳#建议游泳的时候一遍喝辐水一边游泳,1,发布于 浙江
发布于 北京,0,0,0,真我GT大师探索版,//@九十度无限嘿://@博物杂志:假的。这是板茗荷，一类附生甲壳类动物，跟虾蟹是远房亲戚，同时也经常长在虾蟹的身上，就跟海龟鲸鱼身上长藤壶似的。茗荷对人无害，不影响虾蟹的食用，在梭子蟹上尤其常见。核污水这事我们应该保持警惕，但暂且不用对原本常见的生物和现象草木皆兵。,2,发布于 北京
发布于 河北,0,0,0,iPhone客户端,【#核污水排海后日本人在海里游泳#，当地华侨：海水颜色明显变深了】8月25日，日本茨城县，日本核污水排海第二天，当地华侨张先生称，他们所在位置距离核电站就几十公里，海水颜色明显变深了，但是当地人好像并不在意，依旧有人在海里冲浪、游泳。#福岛产品半价无人买##日本核污水排海事件全梳理#  http://t.cn/A6O2Lxho,1,发布于 河北
发布于 广东,0,0,1,小米10 Pro,#日本人有辐气# 日本人快点集辐吧，一人每天喝一公斤核污水不难！图示核辐射后的环保少女！,2,发布于 广东
发布于 上海,0,0,2,荣耀X10 5G,赶紧去给日本送温暖，希望多去几个。把大海里的核污水，冲上小日本陆地。。[怒][怒][怒][怒],2,发布于 上海
发布于 广东,0,0,0,iPhone客户端,#谁在炒作只有中国反对日本排放核污水#查查b站这些公司[并不简单],0,发布于 广东
发布于 江苏,0,0,0,iQOO Z5 性能先锋,#核污水排海中日渔民的出路在哪里#日本人的就业不应该问日本政府吗？你小日本把核污水排出来的时候你自己不想吗？现在问国际社会合适吗？不要道德绑架,0,发布于 江苏
发布于 福建,0,0,0,Redmi 10X 全芯超越,"#台风达维或造成海水倒灌日本#
倒灌！倒灌！倒灌！🙏妈祖保佑，每个台风出现都会把核污水倒灌回日本🙏🙏🙏",0,发布于 福建
发布于 江苏,0,0,1,HUAWEI Mate30 Pro 5G,#日本已排放超1000吨核污染水##东电承认超6成储存核污水放射物超标#  富士山什么时候喷发？？！！！,2,发布于 江苏
发布于 湖北,0,0,0,iPhone客户端,美国人为啥不反对日本排核污水，镭刚被发现的时候还不知道它有放射性，于是把它运用到各种产品当中大肆宣传，关键价格不菲，导致很多有钱人患癌，现在好啦，这玩意免费了，0元购放射性元素水谁不心动呢,0,发布于 湖北
发布于 河南,0,0,0,Redmi Note 11 Pro,日本排核污水以后日本地震核泄漏了是不是还这样做?有一次就有两次，其它国家也效仿这样做，那我们的人类怎么办?联合国让日本这样做就是帮凶 。,0,发布于 河南
发布于 云南,0,0,0,nova8 我由我掌镜,今天看了极挑8第二期是讲关于讲海洋生物的节目一开头我就想起来日本倒核污水的事整期节目越看越难受[泪],1,发布于 云南
发布于 四川,0,1,1,微博视频号,【#福岛产品半价无人问津#】近日，一名网友在探访日本超市时，发现福岛的产品半价出售却无人问津。当地时间8月24日13时，日本福岛第一核电站启动核污染水排海，可能还将持续排放30年。#核污水排海韩国已出现连锁反应#@半月谈 http://t.cn/A6O25D8E,0,发布于 四川
发布于 江西,0,0,0,iQOO Neo5 生而为赢,这一集让人对核污水问题更加关注。,2,发布于 江西
发布于 美国,0,3,25,不要说溺爱Android,5993.【爱喝核污水的八爪鱼】到底是谁在给乌贼月票我请问了,0,发布于 美国
发布于 河北,0,0,0,nova7你在焦点在,日本停止排放核污水//@今天祈楽没找到北:拜托了🙏//@快乐修勾发财咩:让我抢到优先购//@那個女孩玩世不恭://@用你管我_://@大号棉花糖子:转了//@偏要叫张队长的女人暴富版:钱从四面八方来//@灵猫同学:万事大吉//@只是一个秘密基地:玄学，适合中国宝宝的星座,2,发布于 河北
发布于 云南,37,161,456,微博网页版,"水产品卖不出去只能让日本人自己多吃了！随着中国禁止进口日本水产品，日本政府无奈开始大力推动“出口转内销”，近日，日本高官小池百合子东京都知事在记者面前吃了福岛生鱼片，向日本民众大力推荐，表示福岛鱼味道很好，希望大家多买福岛的鱼。

显然，日本民众这回可惨了，日本政府现在正在大力推动民众加大对日本水产品的消费和食用，避免日本渔业遭受毁灭性打击，最终日本政府排出的核污水的“苦果”，大部分还是得日本民众自己咽下去，不仅是水产品出口遭受重创，民众身体健康和安全也将遭受严重威胁。不得不说，二战时期，因为日本政府的军国主义行径，无数日本民众付出了惨痛代价，甚至遭受了核武器的攻击，而现在，又是因为日本政府的无耻行径，将导致更多的日本民众再次受到核辐射的威胁，这一个又一个的事实证明了，日本政府事实上，才是对日本老百姓最大的威胁和毒瘤！",0,发布于 云南
发布于 浙江,0,0,0,Android,多科普多动脑//@博物杂志:假的。这是板茗荷，一类附生甲壳类动物，跟虾蟹是远房亲戚，同时也经常长在虾蟹的身上，就跟海龟鲸鱼身上长藤壶似的。茗荷对人无害，不影响虾蟹的食用，在梭子蟹上尤其常见。核污水这事我们应该保持警惕，但暂且不用对原本常见的生物和现象草木皆兵。,2,发布于 浙江
发布于 江苏,0,0,1,iPhone 14,"这种狗都不要看的组合也只能线上免费放出来了 真要是线下时代少年团不得被扔臭鸡蛋啊 楼丝不是想要新鲜组合吗 这次有了新鲜组合下次可不能骂碗盆麦麸了哦
这种辣眼睛的组合要是出现在澳门 sdfj最好被核污水淹死🤮",0,发布于 江苏
发布于 四川,1,0,5,HUAWEI Mate30 Pro 5G,"#东电承认超6成储存核污水放射物超标# 
这是装都懒得装了，真[怒骂][怒骂]恶心，说的六层，怕是全部严重超标，毕竟自己检测自己想怎么说都行，小rb天天嘴上呼吁着环保，实际尽做些丧尽天良的事情，什么时候他们才能MJ！！！从现在起拒绝消费任何日资产品，力量虽小，态度要鲜明！！！",2,发布于 四川
发布于 广东,0,0,0,OPPO Reno4 SE 5G,//@鹿途·Seven洋://@_Sissisi:@浙江公安 @浙江网警 @嘉兴公安 @台州公安 @海盐公安 @嘉兴网警 @台州网警//@_Sissisi:警察叔叔 这个ip浙江的网友 造谣我国核电站偷排核污水 http://t.cn/A6OyASS7,1,发布于 广东
发布于 浙江,0,0,4,iPhone客户端,#关注日本核污水排海#上热搜,1,发布于 浙江
发布于 浙江,0,0,7,OPPO R15x,#东京电力称核污水排海有问题将停止#已经排了，停止了就没有危害了吗，真是搞笑！,2,发布于 浙江
发布于 吉林,0,0,1,迷丝兔的Android,#日本核废水排海已经开始影响邻国#核污水[微笑][微笑][微笑],1,发布于 吉林
发布于 上海,0,1,2,iPhone 7 Plus,#东电承认超6成储存核污水放射物超标#我们能不能自己建个星球住啊[悲伤][悲伤]，受够了这些傻子邻居[失望][失望],0,发布于 上海
发布于 山东,1,1,0,Redmi Note 11T Pro,#任豪 坚决反对核污水排海#,0,发布于 山东
发布于 山东,0,0,0,红米Note7 4800万相机,//@苗原Mark:[允悲]//@博物杂志:假的。这是板茗荷，一类附生甲壳类动物，跟虾蟹是远房亲戚，同时也经常长在虾蟹的身上，就跟海龟鲸鱼身上长藤壶似的。茗荷对人无害，不影响虾蟹的食用，在梭子蟹上尤其常见。核污水这事我们应该保持警惕，但暂且不用对原本常见的生物和现象草木皆兵。,2,发布于 山东
发布于 上海,0,2,2,iPhone客户端,"#东电承认超6成储存核污水放射物超标#
呃呃 虽然但是，人家说的是储存罐，是没有处理的储蓄罐还是已经处理过的储存罐[汗]",0,发布于 上海
发布于 河南,0,0,0,iPhone客户端,#东京电力称核污水排海有问题将停止#小日本真是千古罪人。,1,发布于 河南
发布于 陕西,11,2,7,微博视频号,【日本核污水排海，韩在野党：第2次太平洋战争！中国已封杀日水产】日本政府于8月24日，不顾国内外的强烈反对，正式启动福岛核污水排海计划。#v评智库##知识buff加成计划# http://t.cn/A6OUtwbu,0,发布于 陕西
发布于 广东,0,0,0,vivo X70t 蔡司影像,#日本国内超市停买水产品让日企心态崩了#就该这样，核污水基本都排放我们国家了，受影响最大的还是中国,0,发布于 广东
发布于 上海,0,0,4,iPhone客户端,#任豪 坚决反对核污水排海# 前夫哥[泪]任豪…你真的…人好[悲伤],0,发布于 上海
发布于 广东,0,2,1,OPPO Reno8 5G,#日本或向世贸组织起诉中国禁令#顶顶顶，喝点核污水你是心高气傲，大自然会报复你生死难料,0,发布于 广东
发布于 湖北,0,0,1,微博轻享版,//@库索 ://@林竹 ://@溪风-桃年 ://@--九十九-- ://@伊灵一号机 ://@paralaluna :被排向大海的核污水，最终会落回到每一个地球生物的身上，虽然结果还很遥远，但总有声音在心底对自己说，这个世界不会再变好了,0,发布于 湖北
发布于 江苏,0,3,7,一加11 行星发动机,"#日本核污水事件的科学真相#讲科学的话，国内的海洋产品也会受到冲击，也就240天后的事。

欧美那些老百姓现在都不关心，以后一样也不会关心，他们只关心社会福利，自己的钱包。",2,发布于 江苏
发布于 天津,0,0,1,三星Galaxy S23 Ultra,#日政客妄言中国游客入境先吃福岛海产#日本这是成套的操作吧，排放核污水，提醒在中国的日本人谨言慎行，说被中国人打电话过去骂。现在又来个公然挑衅中国人的言论，感觉是有计划的在推着某个阴谋在动。,0,发布于 天津
发布于 贵州,0,0,0,OPPO K10 5G,日本核废水事件。难的不是我们00后，是我们的下一代啊！#日本核污水事件的科学真相#,0,发布于 贵州
发布于 山东,0,0,1,iPhone客户端,能不能把这风雨刮到日本去🙏把核污水灌进排海的那帮小鬼子嘴里#关注日本核污水排海##日本排海极其自私自利不负责任#,1,发布于 山东
发布于 广东,0,0,1,冬天的第一场雪,#日本国内超市停买水产品让日企心态崩了#你排核污水还好意思崩[允悲],0,发布于 广东
发布于 湖北,0,0,0,蒸蒸的被窝,#日本政府已向儿童发核污水安全传单#我服了。神金,1,发布于 湖北
发布于 山东,1,0,3,微博视频号,小日子真不是东西啊！让中国游客先喝污水？#日本政府正式决定福岛核废水排海# http://t.cn/A6O4l90p,2,发布于 山东
发布于 日本,0,2,5,iPhone,日本核污水入海，标志着人类最好的时代已经过去了。接下来粮食物资健康，都是全球的焦点，穷人越来越没有活下去的资格。,0,发布于 日本
发布于 陕西,6,2,13,nova8 我由我掌镜,你们都被带偏了，核污水是被放射性照射可处理的水。城市的污水都是再处理的；而废水比如工业废水，这种才很严重，不能进入市政污水处理厂的。要单独处理。,0,发布于 陕西
发布于 重庆,0,0,6,iPhone客户端,#核污水排海最严重影响是致畸# #日本核污染水排海正式开始#,0,发布于 重庆
发布于 海南,1,0,4,微博网页版,"#中方在联合国回击日方说辞#
如果核污水是安全的，就没必要排海，如果不安全就更不应该排海，耿爽回击的好。[good]",2,发布于 海南
发布于 海南,0,0,0,微博轻享版,这不就是小人们最喜欢做的倒打一耙么？职场里常见：他们PUA你的时候，就会在那里大造声势，数落你的各种不是，然后等着你一反击，他好各式碰瓷儿、假摔，扮猪吃老虎…尼玛都喝多了核污水裂变了吧～[doge],2,发布于 海南
发布于 安徽,0,0,0,iPhone客户端,[哈欠]脚盆鸡连号码都分不清楚了，严肃怀疑你们核污水让你们发生变异了，这边建议脚盆鸡集体上吊，等你们亖完了你们那点弹丸之地才能彻底清洗干净，肮脏的小破地方真能作妖呢，又阴又奸呸,0,发布于 安徽
发布于 山东,0,0,0,vivo Y9s 超颜值自拍,#东电承认超6成储存核污水放射物超标#小日子真是疯子，脑子里装的都是什么啊[摊手][摊手][摊手][摊手],0,发布于 山东
发布于 江西,0,0,1,iPhone客户端,"#韩媒说日本拒绝他国对核污水直接取样#
缅北要是还有一丝丝良知的话，那就请对准日本市场，专嘎小日本鬼子🤷‍♀️",2,发布于 江西
发布于 重庆,0,4,3,iPhone客户端,很烦 我看不了一点关于核污水的事情 无法想象二十年后真的变成末日生活了怎么办 这种无力改变的痛苦让我十分焦虑 但是就算知道我二十年后会死 我现在也要考教资考编 甚至说个最近的 我也要交我的寒假作业 而且我并不觉得我是什么能在末日文里活得很好的人 我又懒又馋还不会做饭 也不是什么能拯救世界的女主 多半也不会是能有空间的天选者 我就是围着主角的NPC之一 能怎么办嘛 看这些只会让我更加焦虑 我改变不了什么 我只能活不下去了就去死 或许能做的就是改变一点我自己 比如学做饭 比如把我刚开始存的钱拿出来用了 才开始存呢 烦人 从现在开始我不会看任何焦虑加重的东西了 就算我二十年后会死 我这不是还有二十年要活嘛 及时享受生活就好了 最大的愿望就是自然老死 希望我的生活能平平安安的 我本来对生活的要求就是平平安安活下去 我已经蛮满足我现在的生活了 我就希望以后能自己在外面住着自己的房子 有车 有稳定的工作 那种平平淡淡小县城的生活就可以了 我爸能帮我实现大半 哦甚至都是他帮我实现 能不能让我平安生活老死啊 我一点都不想进入什么末世 真的烦死了,0,发布于 重庆
发布于 北京,0,0,0,iPhone 11 Pro,"做了一个保护大海的英文短视频，有需要的朋友请自取！

#反对日本排放未处理核污水[超话]##核污水# http://t.cn/A6ObgThm",1,发布于 北京
发布于 北京,0,0,0,vivo X60 Pro+,我们还没去日本领事馆扔炮仗呢，他们到先叫嚣了，玛德，核污水倒灌让他们喝个饱[并不简单],1,发布于 北京
发布于 陕西,1,0,0,HUAWEI Mate 40 Pro,我不知道这人是不是挣了700亿日元之一的人呢？,0,发布于 陕西
发布于 内蒙古,0,0,0,iPhone客户端,"#东电承认超6成储存核污水放射物超标#
[跪了][跪了][跪了][跪了][跪了]死不死啊你们",0,发布于 内蒙古
发布于 辽宁,2,5,271,iPhone 14 Plus,#FM1949##大连理工大学[超话]# 美丽世界，万千斑斓，异域同天，根脉同川。保护生态环境，需要我们共同努力！分享周深的单曲《和光同春》http://t.cn/A60kQcE0 (via@网易云音乐),2,发布于 辽宁
发布于 海南,0,0,1,iPhone客户端,回复@彤彤长毛兔兔:核反应堆遇上海水会直接歇停，现在的核污水和核反应堆和地下水接触产生的。海洋水和地下水是不一样的，最早福岛危险系数3级的时候直接用海水倒灌停掉核反应就可以了，日本想着不能报废，以后要重启反应堆就没这么做，结果地下水源源不断，核污水越产越多，才拖成了现在的问题。,1,发布于 海南
